b'pfCode,yr,period,periodDesc,aggrLevel,IsLeaf,rgCode,rgDesc,rtCode,rtTitle,rt3ISO,ptCode,ptTitle,pt3ISO,ptCode2,ptTitle2,pt3ISO2,cstCode,cstDesc,motCode,motDesc,cmdCode,cmdDescE,qtCode,qtDesc,qtAltCode,qtAltDesc,TradeQuantity,AltQuantity,NetWeight,GrossWeight,TradeValue,CIFValue,FOBValue,estCode\r\n'
b'HS,2013,201302,February 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6245276707,,,0\r\n'
b'HS,2013,201302,February 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4998375298,,,0\r\n'
b'HS,2013,201303,March 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,7028714463,,,0\r\n'
b'HS,2013,201303,March 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4607685466,,,0\r\n'
b'HS,2013,201303,March 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,552666,,,0\r\n'
b'HS,2013,201304,April 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,7491302630,,,0\r\n'
b'HS,2013,201304,April 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4273351319,,,0\r\n'
b'HS,2013,201304,April 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,14245,,,0\r\n'
b'HS,2013,201305,May 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,7733097662,,,0\r\n'
b'HS,2013,201305,May 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4945098966,,,0\r\n'
b'HS,2013,201305,May 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3286,,,0\r\n'
b'HS,2013,201306,June 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6331809425,,,0\r\n'
b'HS,2013,201306,June 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4304962098,,,0\r\n'
b'HS,2013,201306,June 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,10027,,,0\r\n'
b'HS,2013,201307,July 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6629782232,,,0\r\n'
b'HS,2013,201307,July 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4876646247,,,0\r\n'
b'HS,2013,201307,July 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,1291,,,0\r\n'
b'HS,2013,201308,August 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6783120172,,,0\r\n'
b'HS,2013,201308,August 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4109511019,,,0\r\n'
b'HS,2013,201308,August 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,313713,,,0\r\n'
b'HS,2013,201309,September 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6321304708,,,0\r\n'
b'HS,2013,201309,September 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4907746287,,,0\r\n'
b'HS,2013,201309,September 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,12030,,,0\r\n'
b'HS,2013,201310,October 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6863958619,,,0\r\n'
b'HS,2013,201310,October 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3957535668,,,0\r\n'
b'HS,2013,201310,October 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,241909,,,0\r\n'
b'HS,2013,201311,November 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6613344880,,,0\r\n'
b'HS,2013,201311,November 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3731845820,,,0\r\n'
b'HS,2013,201311,November 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,54089,,,0\r\n'
b'HS,2013,201312,December 2013,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6060979855,,,0\r\n'
b'HS,2013,201312,December 2013,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4881320040,,,0\r\n'
b'HS,2013,201312,December 2013,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,24249,,,0\r\n'
b'HS,2014,201401,January 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,8271940170,,,0\r\n'
b'HS,2014,201401,January 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4841044177,,,0\r\n'
b'HS,2014,201401,January 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2738,,,0\r\n'
b'HS,2014,201402,February 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6592605458,,,0\r\n'
b'HS,2014,201402,February 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5251558426,,,0\r\n'
b'HS,2014,201402,February 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2417,,,0\r\n'
b'HS,2014,201403,March 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6435829915,,,0\r\n'
b'HS,2014,201403,March 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5881809297,,,0\r\n'
b'HS,2014,201404,April 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6486868475,,,0\r\n'
b'HS,2014,201404,April 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5149575191,,,0\r\n'
b'HS,2014,201404,April 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,15746,,,0\r\n'
b'HS,2014,201405,May 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6898630635,,,0\r\n'
b'HS,2014,201405,May 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5721681934,,,0\r\n'
b'HS,2014,201405,May 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,31178,,,0\r\n'
b'HS,2014,201406,June 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,6071952230,,,0\r\n'
b'HS,2014,201406,June 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4506313526,,,0\r\n'
b'HS,2014,201406,June 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,12336,,,0\r\n'
b'HS,2014,201407,July 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,7086619464,,,0\r\n'
b'HS,2014,201407,July 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5210907437,,,0\r\n'
b'HS,2014,201407,July 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,38141,,,0\r\n'
b'HS,2014,201408,August 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5611101503,,,0\r\n'
b'HS,2014,201408,August 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3607200457,,,0\r\n'
b'HS,2014,201408,August 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,13467,,,0\r\n'
b'HS,2014,201409,September 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,7147108067,,,0\r\n'
b'HS,2014,201409,September 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4646728116,,,0\r\n'
b'HS,2014,201409,September 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,21550,,,0\r\n'
b'HS,2014,201410,October 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5932907595,,,0\r\n'
b'HS,2014,201410,October 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4358699594,,,0\r\n'
b'HS,2014,201410,October 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,1383,,,0\r\n'
b'HS,2014,201411,November 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4879292865,,,0\r\n'
b'HS,2014,201411,November 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3653351824,,,0\r\n'
b'HS,2014,201411,November 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,10888443,,,0\r\n'
b'HS,2014,201412,December 2014,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5994233326,,,0\r\n'
b'HS,2014,201412,December 2014,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3513992193,,,0\r\n'
b'HS,2014,201412,December 2014,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,47841982,,,0\r\n'
b'HS,2015,201501,January 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2541621855,,,0\r\n'
b'HS,2015,201501,January 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,10579776,,,0\r\n'
b'HS,2015,201502,February 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4523572459,,,0\r\n'
b'HS,2015,201502,February 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2507774485,,,0\r\n'
b'HS,2015,201503,March 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4360002945,,,0\r\n'
b'HS,2015,201503,March 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2448153428,,,0\r\n'
b'HS,2015,201504,April 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4234684280,,,0\r\n'
b'HS,2015,201504,April 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2434573544,,,0\r\n'
b'HS,2015,201504,April 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,7049,,,0\r\n'
b'HS,2015,201505,May 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4342675129,,,0\r\n'
b'HS,2015,201505,May 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3670952544,,,0\r\n'
b'HS,2015,201505,May 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2409,,,0\r\n'
b'HS,2015,201506,June 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4727612098,,,0\r\n'
b'HS,2015,201506,June 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2872781671,,,0\r\n'
b'HS,2015,201506,June 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,10473,,,0\r\n'
b'HS,2015,201507,July 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4106347757,,,0\r\n'
b'HS,2015,201507,July 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3062726661,,,0\r\n'
b'HS,2015,201507,July 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2611353,,,0\r\n'
b'HS,2015,201508,August 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3917752745,,,0\r\n'
b'HS,2015,201508,August 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2367416735,,,0\r\n'
b'HS,2015,201509,September 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3871782689,,,0\r\n'
b'HS,2015,201509,September 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2297391131,,,0\r\n'
b'HS,2015,201509,September 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3094,,,0\r\n'
b'HS,2015,201510,October 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,4673141695,,,0\r\n'
b'HS,2015,201510,October 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2524267037,,,0\r\n'
b'HS,2015,201510,October 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,5978,,,0\r\n'
b'HS,2015,201511,November 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3548714897,,,0\r\n'
b'HS,2015,201511,November 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2429269882,,,0\r\n'
b'HS,2015,201512,December 2015,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3152979778,,,0\r\n'
b'HS,2015,201512,December 2015,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2095057797,,,0\r\n'
b'HS,2015,201512,December 2015,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,1252034,,,0\r\n'
b'HS,2016,201601,January 2016,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2870498583,,,0\r\n'
b'HS,2016,201601,January 2016,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,1634193849,,,0\r\n'
b'HS,2016,201602,February 2016,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,2501804802,,,0\r\n'
b'HS,2016,201602,February 2016,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,1537728098,,,0\r\n'
b'HS,2016,201603,March 2016,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,3185298891,,,0\r\n'
b'HS,2016,201603,March 2016,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",0,,,,,,,,1740620125,,,0\r\n'
